label,n,p,k,ph,temperature,rainfall,humidity,state,year,season,area,production,fertilizer,pesticide,yield
arhar/tur,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,3459.0,3322,544584.96,1314.42,0.818888889
barley,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,19216.0,25480,3025367.04,7302.08,1.455384615
garlic,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Whole Year ,4205.0,29163,662035.2,1597.9,5.819130435
gram,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,530.0,440,83443.2,201.4,0.733333333
groundnut,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,805.0,1109,126739.2,305.9,1.30875
horse-gram,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,12728.0,10555,2003896.32,4836.64,0.923636364
maize,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,20806.0,42563,3275696.64,7906.28,1.868461538
maize,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Summer     ,66.0,96,10391.04,25.08,1.415
masoor,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,9500.0,6582,1495680.0,3610.0,0.657692308
moong(green_gram),80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,15.0,8,2361.6,5.7,0.533333333
moong(green_gram),80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Summer     ,6.0,4,944.64,2.28,0.67
moth,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,9.0,5,1416.96,3.42,0.535
onion,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Whole Year ,3499.0,56138,550882.56,1329.62,16.44
other__rabi_pulses,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,27.0,22,4250.88,10.26,0.8975
other_cereals,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,581.0,315,91472.64,220.78,0.571666667
other_cereals,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,786.0,591,123747.84,298.68,0.81375
other_kharif_pulses,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,11774.0,12623,1853698.56,4474.12,0.996363636
peas_&_beans_(pulses),80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,4348.0,4095,684549.12,1652.24,0.766923077
potato,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,7861.0,79562,1237635.84,2987.18,11.02
potato,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,6141.0,80400,966839.04,2333.58,12.16846154
ragi,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,101504.0,138836,15980789.76,38571.52,1.492727273
rapeseed_&mustard,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,13592.0,11126,2139924.48,5164.96,0.75
rice,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,246539.0,620027,38815100.16,93684.82,1.909230769
rice,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Summer     ,13953.0,44845,2196760.32,5302.14,3.223333333
sesamum,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,1888.0,563,297246.72,717.44,0.236666667
small_millets,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,53160.0,70393,8369510.4,20200.8,1.318181818
soyabean,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,10537.0,12759,1658945.28,4004.06,0.925833333
sugarcane,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Whole Year ,91618.0,6385778,14424337.92,34814.84,68.9
tobacco,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Whole Year ,5.0,10,787.2,1.9,2.0
turmeric,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Whole Year ,800.0,1804,125952.0,304.0,2.174545455
urad,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,12884.0,9838,2028456.96,4895.92,0.919230769
urad,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Summer     ,97.0,66,15271.68,36.86,0.696666667
wheat,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,330401.0,929884,52018333.44,125552.38,2.100769231
other_oilseeds,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Kharif     ,34.0,24,5352.96,12.92,0.72
other_oilseeds,80,24,38,6.4,18.31,1394.79,57.95,Uttarakhand,2017,Rabi       ,333.0,168,52427.52,126.54,0.71
arhar/tur,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,3843.0,5794,605041.92,1460.34,1.64
bajra,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,30.0,12,4723.2,11.4,0.4
barley,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,428.0,607,67384.32,162.64,1.38
coconut,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Whole Year ,30250.0,378500000,4762560.0,11495.0,12091.08136
cotton(lint),85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,176.0,866,27709.44,66.88,4.92
gram,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,29603.0,42405,4660696.32,11249.14,1.339473684
groundnut,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Autumn     ,1798.0,2334,283077.12,683.24,1.51
groundnut,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,10955.0,22997,1724755.2,4162.9,1.914
groundnut,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Summer     ,55098.0,162387,8674629.12,20937.24,2.605294118
horse-gram,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,1319.0,752,207663.36,501.22,0.595454545
jowar,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Autumn     ,6.0,3,944.64,2.28,0.5
jute,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,515082.0,7511650,81094510.08,195731.16,14.87722222
khesari,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,85634.0,83186,13482216.96,32540.92,0.998571429
linseed,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,4905.0,1018,772243.2,1863.9,0.216470588
maize,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Autumn     ,56185.0,151542,8845766.4,21350.3,2.583157895
maize,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,117678.0,903874,18527224.32,44717.64,4.360666667
maize,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Summer     ,71365.0,368001,11235705.6,27118.7,3.45952381
masoor,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,155818.0,148368,24531985.92,59210.84,0.822857143
mesta,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,10360.0,109043,1631078.4,3936.8,9.853636364
moong(green_gram),85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,2813.0,2185,442878.72,1068.94,0.829
moong(green_gram),85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,1658.0,1465,261035.52,630.04,0.771111111
moong(green_gram),85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Summer     ,57617.0,44182,9071220.48,21894.46,0.938571429
niger_seed,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,3230.0,1998,508531.2,1227.4,0.644285714
other__rabi_pulses,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,543.0,384,85489.92,206.34,0.81
other_kharif_pulses,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,7822.0,6327,1231495.68,2972.36,0.66
peas_&_beans_(pulses),85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,17964.0,20203,2828252.16,6826.32,1.135454545
potato,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,430615.0,14920198,67796025.6,163633.7,30.97954545
potato,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Summer     ,1130.0,12440,177907.2,429.4,7.6
ragi,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Autumn     ,3379.0,3368,531989.76,1284.02,0.82
rapeseed_&mustard,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,616798.0,738372,97108677.12,234383.24,0.965909091
rice,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Autumn     ,249341.0,633542,39256247.04,94749.58,2.45
rice,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Summer     ,1295678.0,4671912,203991544.3,492357.64,3.375714286
rice,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Winter     ,3992412.0,11010468,628565345.3,1517116.56,2.684545455
safflower,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,101.0,99,15901.44,38.38,0.8825
sannhamp,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,745.0,3638,117292.8,283.1,5.828
sesamum,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Autumn     ,813.0,662,127998.72,308.94,0.828333333
sesamum,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Summer     ,243728.0,238134,38372536.32,92616.64,0.952857143
sesamum,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Winter     ,1276.0,872,200893.44,484.88,0.765555556
small_millets,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Autumn     ,633.0,443,99659.52,240.54,0.693333333
small_millets,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,1267.0,1024,199476.48,481.46,1.105
soyabean,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,398.0,380,62661.12,151.24,0.883333333
sugarcane,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Whole Year ,19160.0,1737321,3016550.4,7280.8,90.57526316
sunflower,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,7382.0,9055,1162222.08,2805.16,1.27
tobacco,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Whole Year ,13985.0,17672,2201798.4,5314.3,1.29
urad,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Kharif     ,67548.0,45383,10634757.12,25668.24,0.582631579
urad,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,10454.0,9583,1645877.76,3972.52,0.733076923
wheat,85,40,45,6.2,26.01,1962.37,75.2,West Bengal,2017,Rabi       ,117360.0,362744,18477158.4,44596.8,2.676666667
arhar/tur,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,816.0,705,132355.2,285.6,0.848125
dry_chillies,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Whole Year ,3630.0,10346,588786.0,1270.5,2.795
ginger,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Whole Year ,7880.0,55948,1278136.0,2758.0,6.178636364
groundnut,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,921.0,903,149386.2,322.35,1.265
maize,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,51000.0,78030,8272200.0,17850.0,1.659090909
masoor,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Rabi       ,453.0,352,73476.6,158.55,0.869166667
moong(green_gram),55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,1313.0,1339,212968.6,459.55,1.09
other__rabi_pulses,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Rabi       ,1268.0,815,205669.6,443.8,0.746875
other_kharif_pulses,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,2496.0,2321,404851.2,873.6,0.951818182
peas_&_beans_(pulses),55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,672.0,680,108998.4,235.2,1.021904762
peas_&_beans_(pulses),55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Rabi       ,3690.0,5775,598518.0,1291.5,1.735714286
potato,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Whole Year ,6175.0,44118,1001585.0,2161.25,6.735909091
rapeseed_&mustard,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Rabi       ,28206.0,28735,4575013.2,9872.1,1.245714286
rice,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,133200.0,239998,21605040.0,46620.0,1.737727273
sesamum,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,2053.0,1831,332996.6,718.55,0.874444444
small_millets,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,26775.0,27402,4342905.0,9371.25,1.021363636
soyabean,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,3132.0,4438,508010.4,1096.2,1.495714286
sugarcane,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Whole Year ,2130.0,45792,345486.0,745.5,23.578
sunflower,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,573.0,468,92940.6,200.55,0.851818182
turmeric,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Whole Year ,820.0,3731,133004.0,287.0,4.379090909
urad,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,1144.0,1028,185556.8,400.4,0.987
urad,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Rabi       ,1448.0,1385,234865.6,506.8,1.0635
wheat,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Rabi       ,3930.0,7742,637446.0,1375.5,2.151818182
other_oilseeds,55,15,35,5.5,22.43,2160.98,79.54,Arunachal Pradesh,2018,Kharif     ,715.0,649,115973.0,250.25,1.14
arhar/tur,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,17102.0,31680,2773944.4,5985.7,1.898235294
bajra,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,3109.0,3525,504279.8,1088.15,1.124
barley,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,14265.0,28393,2313783.0,4992.75,1.794444444
castor_seed,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,85.0,82,13787.0,29.75,0.992
coriander,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Whole Year ,2539.0,2298,411825.8,888.65,0.912
garlic,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Whole Year ,1780.0,2675,288716.0,623.0,1.530833333
ginger,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Whole Year ,452.0,838,73314.4,158.2,1.883333333
gram,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,56477.0,67692,9160569.4,19766.95,1.216333333
groundnut,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,856.0,873,138843.2,299.6,1.006666667
horse-gram,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,9912.0,8965,1607726.4,3469.2,0.912666667
jowar,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,716.0,763,116135.2,250.6,1.08
jute,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,70634.0,928636,11456834.8,24721.9,12.475
khesari,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,50452.0,51379,8183314.4,17658.2,0.854545455
linseed,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,9657.0,8195,1566365.4,3379.95,0.853
maize,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Autumn     ,223317.0,464137,36222017.4,78160.95,2.154375
maize,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,282344.0,2098443,45796196.8,98820.4,5.559705882
maize,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Summer     ,163817.0,631331,26571117.4,57335.95,3.415151515
masoor,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,147914.0,148026,23991650.8,51769.9,0.924210526
mesta,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,14483.0,28018,2349142.6,5069.05,2.113076923
moong(green_gram),85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,9155.0,5315,1484941.0,3204.25,0.6025
moong(green_gram),85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Summer     ,160470.0,113163,26028234.0,56164.5,0.767368421
onion,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,13014.0,170865,2110870.8,4554.9,11.76916667
other__rabi_pulses,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,1118.0,1123,181339.6,391.3,1.002307692
other_kharif_pulses,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,2049.0,1630,332347.8,717.15,0.853157895
peas_&_beans_(pulses),85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,16545.0,17147,2683599.0,5790.75,1.0215625
potato,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,84227.0,1076879,13661619.4,29479.45,13.51289474
potato,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Winter     ,73008.0,1109773,11841897.6,25552.8,14.90944444
ragi,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,2883.0,3088,467622.6,1009.05,1.144285714
rapeseed_&mustard,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,80586.0,103954,13071049.2,28205.1,1.206842105
rice,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Autumn     ,445393.0,615668,72242744.6,155887.55,1.439545455
rice,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Summer     ,60400.0,136281,9796880.0,21140.0,2.205
rice,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Winter     ,2653929.0,5403580,430467283.8,928875.15,1.809210526
safflower,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,88.0,71,14273.6,30.8,0.81
sannhamp,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,772.0,624,125218.4,270.2,0.829230769
sesamum,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,1619.0,1381,262601.8,566.65,0.854583333
small_millets,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,9317.0,6996,1511217.4,3260.95,0.779166667
sugarcane,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Whole Year ,225567.0,20116277,36586967.4,78948.45,65.4878125
sunflower,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,7308.0,10355,1185357.6,2557.8,1.3865
tobacco,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Whole Year ,10809.0,18925,1753219.8,3783.15,1.75375
turmeric,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Whole Year ,2981.0,3082,483518.2,1043.35,1.027058824
urad,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Kharif     ,8180.0,7312,1326796.0,2863.0,0.892307692
wheat,85,30,25,7.2,27.0,614.22,49.15,Bihar,2018,Rabi       ,2156652.0,6465905,349808954.4,754828.2,2.959473684
arhar/tur,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,62420.0,29962,10124524.0,21847.0,0.526666667
bajra,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,44.0,26,7136.8,15.4,0.591666667
bajra,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,1397.0,29445,226593.4,488.95,17.50217391
barley,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,1698.0,1356,275415.6,594.3,0.864285714
castor_seed,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,49.0,20,7947.8,17.15,0.286
coriander,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,1452.0,387,235514.4,508.2,0.299583333
cotton(lint),70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,1433.0,2253,232432.6,501.55,1.668
dry_chillies,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,6686.0,4185,1084469.2,2340.1,0.595769231
garlic,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,1244.0,3485,201776.8,435.4,2.879411765
ginger,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,1843.0,2160,298934.6,645.05,0.78826087
gram,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,330912.0,345472,53673926.4,115819.2,1.0168
groundnut,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,23945.0,30721,3883879.0,8380.75,1.183043478
horse-gram,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,37505.0,14524,6083311.0,13126.75,0.407826087
horse-gram,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,1150.0,345,186530.0,402.5,0.3975
jowar,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,3088.0,2827,500873.6,1080.8,0.879090909
jute,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,131.0,0,21248.2,45.85,0.0
khesari,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,177616.0,124154,28809315.2,62165.6,0.63826087
linseed,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,16055.0,4351,2604121.0,5619.25,0.2804
maize,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,118047.0,303145,19147223.4,41316.45,2.280740741
masoor,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,12585.0,4588,2041287.0,4404.75,0.375
mesta,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,1473.0,2865,238920.6,515.55,1.908125
moong(green_gram),70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,7562.0,3866,1226556.4,2646.7,0.414444444
moong(green_gram),70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,3177.0,986,515309.4,1111.95,0.423181818
niger_seed,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,54751.0,10503,8880612.2,19162.85,0.2
onion,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,4619.0,25561,749201.8,1616.65,5.641818182
other__rabi_pulses,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,3285.0,272,532827.0,1149.75,0.21826087
other_kharif_pulses,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,6484.0,1612,1051704.8,2269.4,0.268181818
peas_&_beans_(pulses),70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,10016.0,3892,1624595.2,3505.6,0.3752
potato,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,1441.0,7619,233730.2,504.35,7.005555556
potato,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,8991.0,47544,1458340.2,3146.85,6.055217391
ragi,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,6880.0,1682,1115936.0,2408.0,0.195
rapeseed_&mustard,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,38828.0,18958,6297901.6,13589.8,0.468888889
rice,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,4141378.0,6509430,671731511.6,1449482.3,1.521481481
safflower,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,208.0,80,33737.6,72.8,0.370833333
sannhamp,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,983.0,519,159442.6,344.05,0.497777778
sesamum,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,16557.0,5729,2685545.4,5794.95,0.355555556
small_millets,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,76737.0,26264,12446741.4,26857.95,0.331153846
soyabean,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,81562.0,52197,13229356.4,28546.7,0.764705882
sugarcane,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,43267.0,93432,7017907.4,15143.45,1.731304348
sunflower,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,847.0,27,137383.4,296.45,0.099285714
sweet_potato,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,2561.0,14514,415394.2,896.35,4.819166667
tobacco,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,16.0,8,2595.2,5.6,0.36
turmeric,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Whole Year ,1375.0,1323,223025.0,481.25,1.194545455
urad,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Kharif     ,78781.0,25836,12778278.2,27573.35,0.331111111
urad,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,2925.0,871,474435.0,1023.75,0.324090909
wheat,70,35,20,6.5,26.22,1121.9,57.41,Chhattisgarh,2018,Rabi       ,99925.0,166979,16207835.0,34973.75,1.792692308
arhar/tur,75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Kharif     ,254347.0,307473,41255083.4,89021.45,1.250333333
bajra,75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Kharif     ,163540.0,228467,26526188.0,57239.0,1.4812
bajra,75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Summer     ,228035.0,664155,36987277.0,79812.25,2.824
banana,75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Whole Year ,36405.0,2815267,5904891.0,12741.75,77.81625
castor_seed,75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Kharif     ,521877.0,944316,84648449.4,182656.95,1.732333333
cotton(lint),75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Kharif     ,2660056.0,6302745,431461083.2,931019.6,3.031666667
dry_chillies,75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Whole Year ,4532.0,4321,735090.4,1586.2,0.72
garlic,75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Whole Year ,9870.0,67237,1600914.0,3454.5,6.822857143
gram,75,38,28,7.8,28.36,477.09,41.54,Gujarat,2018,Rabi       ,172954.0,234888,28053138.8,60533.9,1.263939394
