label,n,p,k,temperature,humidity,soil_moisture,soil_type,fertilizer
ground_nuts,7,17,0,25.11,67.21,30.73,Clayey,10-26-26
wheat,6,32,0,32.74,60.15,33.03,Black,Urea
ground_nuts,9,19,10,27.57,60.24,46.64,Black,17-17-17
pulses,27,24,2,22.71,50.4,40.46,Black,Urea
pulses,36,0,2,28.32,57.04,36.82,Black,DAP
cotton,38,0,3,38.64,60.03,32.44,Sandy,28-28
pulses,20,16,0,30.56,52.13,44.67,Clayey,10-26-26
cotton,9,17,0,27.2,46.67,31.41,Clayey,10-26-26
millets,31,0,0,29.09,44.8,44.98,Black,17-17-17
maize,9,17,17,27.56,50.27,33.38,Black,20-20
millets,5,25,23,29.91,71.44,52.85,Loamy,Urea
wheat,37,0,2,30.04,59.31,23.46,Black,Urea
cotton,11,17,20,40.0,70.46,49.59,Black,DAP
tobacco,5,14,0,31.02,63.58,48.47,Loamy,DAP
maize,14,41,0,38.72,62.6,32.93,Clayey,10-26-26
cotton,25,19,4,30.61,64.43,45.47,Red,10-26-26
millets,46,0,3,30.45,47.88,24.31,Red,20-20
oil_seeds,8,11,11,28.73,61.1,60.49,Black,17-17-17
paddy,4,30,7,28.37,51.61,45.94,Red,20-20
sugarcane,11,8,0,25.09,43.46,52.01,Black,14-35-14
pulses,9,19,17,26.06,45.12,29.83,Clayey,28-28
oil_seeds,8,14,20,27.7,52.81,45.3,Red,10-26-26
wheat,18,34,2,33.17,57.64,31.57,Red,Urea
paddy,34,1,0,26.6,55.39,57.23,Red,17-17-17
sugarcane,6,18,18,24.5,53.2,40.47,Sandy,DAP
wheat,42,0,0,29.08,60.86,42.96,Loamy,28-28
pulses,6,29,14,34.13,51.37,63.68,Clayey,10-26-26
barley,11,12,0,25.24,50.51,43.13,Clayey,14-35-14
sugarcane,4,28,6,23.91,49.16,24.07,Black,17-17-17
oil_seeds,9,11,22,27.47,58.55,35.02,Loamy,28-28
oil_seeds,37,0,0,26.71,53.04,48.29,Red,28-28
maize,14,41,0,34.59,63.22,42.17,Clayey,28-28
pulses,27,18,0,25.82,49.88,37.06,Black,14-35-14
ground_nuts,23,18,2,32.62,66.69,34.48,Loamy,DAP
millets,11,8,2,36.46,69.63,49.78,Sandy,14-35-14
sugarcane,40,1,0,28.63,48.69,39.09,Red,20-20
pulses,21,24,0,31.48,74.48,40.94,Red,DAP
cotton,12,28,2,30.1,61.63,36.49,Black,DAP
ground_nuts,7,25,10,28.57,50.92,24.51,Clayey,20-20
tobacco,27,18,3,24.06,52.41,28.87,Black,10-26-26
tobacco,17,32,4,32.76,50.53,26.65,Sandy,14-35-14
maize,33,0,1,32.02,56.24,36.81,Red,DAP
cotton,13,40,0,27.39,68.54,31.22,Sandy,Urea
cotton,27,15,4,28.17,44.52,37.4,Sandy,DAP
paddy,11,36,0,39.6,57.34,40.13,Sandy,DAP
barley,14,19,14,27.83,67.66,56.62,Sandy,10-26-26
cotton,7,30,6,26.0,54.8,54.3,Red,14-35-14
tobacco,40,0,1,27.72,53.82,38.47,Clayey,10-26-26
millets,6,14,21,26.97,44.41,51.42,Loamy,DAP
sugarcane,14,35,0,34.47,63.73,36.79,Red,20-20
millets,8,16,17,39.41,72.15,42.56,Black,20-20
pulses,6,18,15,35.0,63.21,33.69,Red,DAP
sugarcane,39,4,0,33.33,65.37,31.42,Black,10-26-26
millets,23,22,0,37.4,66.12,61.2,Loamy,17-17-17
pulses,11,17,0,21.33,59.53,34.34,Red,28-28
barley,9,17,13,31.46,62.0,46.01,Black,Urea
sugarcane,44,4,0,33.94,65.0,36.07,Red,10-26-26
maize,16,34,0,31.36,59.58,69.23,Sandy,20-20
sugarcane,25,23,4,26.24,43.51,41.0,Red,20-20
paddy,8,14,13,37.57,60.17,47.52,Clayey,14-35-14
cotton,12,11,16,31.62,67.35,40.08,Loamy,DAP
tobacco,18,30,4,32.76,52.66,70.0,Clayey,20-20
wheat,15,37,0,33.93,52.27,42.0,Clayey,28-28
sugarcane,38,2,0,40.0,71.21,45.73,Clayey,DAP
maize,14,34,0,33.55,59.39,30.38,Clayey,17-17-17
barley,25,19,1,31.97,58.12,24.71,Sandy,Urea
tobacco,23,18,0,37.0,55.83,42.57,Black,10-26-26
ground_nuts,17,44,3,22.38,50.14,29.26,Red,Urea
wheat,11,9,4,29.83,52.91,34.01,Sandy,20-20
wheat,18,42,0,34.6,57.76,33.56,Sandy,Urea
sugarcane,36,0,0,24.63,50.31,63.27,Sandy,17-17-17
cotton,22,25,0,28.46,54.38,40.69,Loamy,14-35-14
sugarcane,5,23,6,34.16,69.55,53.12,Clayey,28-28
sugarcane,39,3,0,28.72,55.54,27.69,Sandy,28-28
cotton,3,21,16,34.75,56.36,27.64,Black,Urea
cotton,28,21,3,27.34,54.86,36.42,Clayey,20-20
wheat,38,0,0,31.48,49.9,41.72,Sandy,17-17-17
maize,12,15,1,32.2,53.44,28.81,Sandy,28-28
ground_nuts,9,36,0,32.88,64.12,33.49,Red,Urea
cotton,13,12,0,27.04,49.54,35.64,Loamy,28-28
millets,18,40,4,34.58,65.76,56.38,Sandy,17-17-17
cotton,15,19,13,32.86,71.74,67.98,Clayey,28-28
barley,34,4,0,29.02,43.2,31.33,Sandy,Urea
tobacco,13,36,2,35.62,63.55,49.96,Clayey,Urea
millets,8,12,20,26.47,64.77,23.03,Red,Urea
sugarcane,5,29,6,30.32,69.9,51.72,Black,10-26-26
tobacco,13,37,4,37.98,63.73,31.31,Loamy,14-35-14
oil_seeds,9,13,18,24.99,55.26,37.78,Clayey,DAP
maize,28,22,0,27.03,63.04,37.86,Sandy,17-17-17
wheat,25,14,0,27.0,44.44,50.65,Sandy,28-28
cotton,14,4,0,22.74,59.33,60.29,Sandy,DAP
paddy,16,15,18,33.12,67.93,44.16,Sandy,10-26-26
paddy,14,39,1,28.82,49.32,54.64,Black,10-26-26
wheat,36,0,0,26.84,60.73,44.94,Clayey,17-17-17
tobacco,9,17,14,33.36,58.08,48.3,Black,17-17-17
tobacco,8,34,9,26.54,64.11,37.2,Sandy,14-35-14
pulses,15,11,21,24.72,63.9,39.65,Sandy,20-20
millets,9,5,0,23.56,60.5,36.73,Loamy,20-20
sugarcane,11,16,14,30.38,63.85,24.8,Red,10-26-26
sugarcane,4,16,18,28.1,59.34,39.97,Loamy,17-17-17
ground_nuts,7,27,6,27.21,55.78,28.17,Red,Urea
pulses,18,21,0,34.83,66.32,48.03,Black,Urea
millets,38,0,0,27.7,55.91,25.34,Loamy,10-26-26
cotton,26,26,4,24.39,46.09,36.57,Black,10-26-26
wheat,9,37,0,36.99,77.28,25.49,Black,10-26-26
sugarcane,6,14,2,32.44,66.7,44.68,Black,14-35-14
pulses,22,20,1,34.35,65.77,49.74,Clayey,28-28
paddy,6,27,10,31.54,64.72,32.88,Loamy,28-28
wheat,40,1,4,31.63,63.91,42.19,Red,10-26-26
wheat,8,27,6,32.04,75.94,20.1,Black,10-26-26
ground_nuts,34,0,4,28.35,58.1,36.8,Loamy,28-28
wheat,14,9,0,30.62,58.67,46.57,Sandy,20-20
oil_seeds,15,34,0,25.71,43.52,40.7,Loamy,Urea
oil_seeds,37,3,0,33.22,60.99,43.26,Red,Urea
ground_nuts,32,2,0,29.92,50.28,36.3,Clayey,Urea
sugarcane,7,9,3,26.25,53.05,28.22,Sandy,Urea
paddy,12,11,0,27.4,59.79,36.45,Loamy,10-26-26
millets,3,32,7,39.29,62.84,52.03,Red,17-17-17
pulses,13,31,4,27.21,58.5,64.74,Black,14-35-14
wheat,12,40,0,28.88,60.38,31.01,Red,14-35-14
oil_seeds,14,11,4,26.97,51.01,56.59,Loamy,10-26-26
tobacco,12,26,11,30.38,63.18,56.23,Loamy,14-35-14
tobacco,35,0,0,36.01,67.22,35.57,Red,DAP
oil_seeds,25,23,0,33.67,56.87,39.33,Sandy,20-20
sugarcane,15,45,0,37.68,54.79,33.81,Sandy,Urea
tobacco,7,19,12,22.12,45.25,38.99,Red,17-17-17
wheat,16,14,0,32.18,53.93,42.41,Clayey,14-35-14
oil_seeds,11,9,0,33.87,55.06,65.59,Red,Urea
paddy,8,28,11,29.63,72.87,59.15,Clayey,Urea
paddy,9,38,3,24.32,45.16,50.1,Sandy,DAP
paddy,4,24,20,27.86,59.09,26.75,Black,10-26-26
cotton,14,31,2,25.48,58.52,38.7,Clayey,28-28
paddy,7,36,0,37.88,62.19,32.88,Loamy,DAP
pulses,33,3,4,32.84,55.64,38.3,Black,28-28
pulses,9,36,2,29.85,63.07,35.41,Sandy,DAP
pulses,18,19,0,24.47,48.15,50.29,Clayey,20-20
wheat,24,14,0,25.43,56.68,51.55,Red,14-35-14
tobacco,18,42,0,32.52,76.7,58.47,Sandy,14-35-14
wheat,35,0,0,22.93,53.13,31.62,Red,Urea
paddy,13,26,7,27.23,57.59,62.86,Loamy,Urea
paddy,8,11,1,34.29,77.99,23.79,Loamy,10-26-26
oil_seeds,4,29,10,35.01,59.29,60.12,Loamy,14-35-14
ground_nuts,30,2,1,28.79,50.73,37.84,Black,10-26-26
ground_nuts,20,22,3,25.3,56.4,43.77,Black,DAP
maize,12,33,10,29.81,61.85,63.84,Clayey,10-26-26
cotton,15,14,14,35.87,58.52,45.11,Loamy,28-28
paddy,35,0,0,21.58,47.1,30.17,Sandy,Urea
pulses,6,5,1,34.09,58.05,39.69,Clayey,20-20
paddy,11,12,3,26.72,58.52,62.69,Clayey,Urea
ground_nuts,8,17,19,22.04,58.49,29.03,Loamy,14-35-14
millets,41,2,0,22.5,51.88,36.58,Loamy,10-26-26
ground_nuts,11,15,9,38.05,71.56,50.94,Clayey,10-26-26
tobacco,6,5,2,28.21,59.97,54.67,Red,DAP
oil_seeds,7,24,4,35.11,69.12,38.09,Red,DAP
millets,18,22,0,33.34,55.54,24.95,Loamy,10-26-26
barley,22,20,0,28.36,53.52,39.93,Sandy,28-28
sugarcane,20,22,2,30.1,74.95,61.83,Sandy,Urea
wheat,5,27,8,28.07,60.67,37.38,Clayey,20-20
tobacco,14,8,4,27.75,63.56,36.82,Black,DAP
maize,20,23,1,30.96,49.06,48.58,Red,10-26-26
barley,11,32,9,34.57,67.12,53.8,Loamy,Urea
millets,22,25,0,24.58,66.09,47.42,Clayey,Urea
millets,27,22,4,25.28,48.9,53.75,Loamy,10-26-26
oil_seeds,15,12,3,21.29,52.95,54.28,Black,28-28
pulses,13,37,3,34.65,67.45,27.77,Clayey,DAP
barley,41,0,0,32.71,63.72,42.47,Red,DAP
maize,44,4,0,31.56,58.38,47.62,Red,10-26-26
maize,36,0,2,29.88,57.23,30.93,Red,DAP
tobacco,40,1,0,29.61,74.1,58.36,Clayey,10-26-26
sugarcane,24,25,0,27.26,59.75,46.54,Black,28-28
millets,20,20,0,31.1,59.38,64.58,Black,20-20
ground_nuts,19,15,13,27.62,42.65,34.2,Red,DAP
sugarcane,17,40,0,23.39,51.7,38.58,Sandy,Urea
wheat,8,41,0,30.76,65.37,56.76,Black,14-35-14
tobacco,16,43,1,27.59,52.68,22.3,Black,17-17-17
paddy,7,14,0,29.22,56.15,58.3,Clayey,17-17-17
barley,12,14,0,29.0,51.21,32.58,Sandy,Urea
paddy,12,12,4,29.99,59.24,41.71,Loamy,Urea
sugarcane,3,13,19,30.55,55.03,34.97,Sandy,17-17-17
sugarcane,25,26,0,28.25,51.77,37.97,Loamy,10-26-26
tobacco,12,5,1,21.43,41.07,57.57,Red,14-35-14
oil_seeds,22,19,0,22.87,46.84,31.51,Sandy,20-20
paddy,24,15,3,37.21,59.96,69.61,Loamy,10-26-26
pulses,8,29,11,32.81,69.92,24.3,Clayey,DAP
wheat,10,39,0,26.37,67.22,61.02,Black,20-20
wheat,8,20,12,33.72,60.97,44.56,Sandy,20-20
barley,12,27,5,24.53,55.6,43.85,Black,10-26-26
tobacco,6,33,9,25.84,58.46,68.74,Loamy,20-20
maize,33,0,4,20.28,44.28,64.04,Black,17-17-17
cotton,12,36,0,32.16,62.49,27.24,Black,Urea
oil_seeds,46,0,3,23.79,54.8,34.58,Black,17-17-17
oil_seeds,22,22,0,27.6,61.91,38.15,Sandy,DAP
oil_seeds,10,34,0,38.17,72.1,28.01,Red,28-28
wheat,12,24,12,27.77,55.5,48.92,Red,20-20
sugarcane,9,22,15,30.42,47.39,30.58,Clayey,28-28
pulses,26,19,3,32.29,54.87,41.39,Clayey,DAP
ground_nuts,8,34,8,32.93,56.43,53.21,Black,28-28
pulses,1,15,23,22.42,43.59,46.16,Sandy,28-28
cotton,40,0,0,23.83,55.37,70.0,Clayey,Urea
sugarcane,18,36,1,29.0,67.64,61.06,Black,28-28
cotton,18,39,0,24.87,60.88,70.0,Black,28-28
sugarcane,11,31,8,40.0,78.73,39.93,Red,17-17-17
maize,38,3,0,26.64,60.11,29.46,Loamy,14-35-14
tobacco,9,32,10,28.5,54.54,57.79,Loamy,Urea
maize,35,0,0,25.4,49.86,56.53,Black,20-20
cotton,14,39,0,26.35,59.75,53.03,Loamy,Urea
pulses,6,30,0,30.08,70.31,42.74,Sandy,10-26-26
barley,10,35,0,32.45,71.13,36.11,Sandy,28-28
oil_seeds,41,0,3,26.64,54.15,42.1,Clayey,10-26-26
maize,35,3,0,26.97,51.74,34.74,Red,Urea
barley,9,16,18,30.48,61.59,24.88,Loamy,Urea
ground_nuts,5,24,6,28.25,54.87,56.78,Red,20-20
pulses,14,15,10,27.53,40.07,31.84,Sandy,28-28
pulses,6,29,7,39.78,63.55,29.54,Clayey,17-17-17
wheat,7,32,3,32.23,74.54,32.4,Sandy,Urea
pulses,39,2,0,29.54,68.62,31.48,Red,17-17-17
cotton,8,26,7,28.58,50.54,54.24,Sandy,14-35-14
tobacco,44,0,0,32.26,74.11,50.32,Clayey,DAP
maize,10,11,0,33.95,50.1,43.41,Clayey,20-20
wheat,14,33,11,27.46,56.08,46.59,Red,Urea
millets,31,3,3,28.55,51.94,70.0,Clayey,14-35-14
paddy,25,23,2,31.04,62.08,37.18,Black,Urea
ground_nuts,10,14,12,35.4,62.35,43.09,Sandy,14-35-14
maize,5,28,8,30.35,64.59,65.36,Loamy,28-28
wheat,12,5,3,23.84,40.24,61.13,Sandy,14-35-14
cotton,17,16,0,31.09,60.88,24.64,Sandy,Urea
paddy,41,0,0,32.89,59.55,40.12,Sandy,28-28
paddy,12,12,12,35.21,59.99,52.74,Loamy,28-28
millets,42,0,0,25.58,52.45,68.83,Black,Urea
paddy,6,9,2,25.2,53.17,48.13,Loamy,28-28
wheat,11,31,8,27.49,58.98,48.37,Red,17-17-17
maize,24,27,0,32.08,71.52,31.79,Black,DAP
maize,10,29,12,26.85,59.85,50.57,Red,20-20
pulses,11,39,1,30.72,67.49,51.07,Red,17-17-17
millets,6,34,2,31.74,69.49,64.58,Clayey,10-26-26
ground_nuts,7,36,4,39.11,68.35,24.92,Sandy,17-17-17
pulses,9,41,3,28.91,63.15,33.04,Red,17-17-17
tobacco,37,0,0,27.52,67.88,39.25,Black,14-35-14
barley,25,22,0,25.41,59.6,47.88,Loamy,17-17-17
wheat,36,0,2,32.18,68.67,33.89,Red,10-26-26
wheat,8,13,11,26.93,61.89,55.88,Loamy,20-20
sugarcane,8,10,10,34.46,54.47,58.14,Loamy,20-20
oil_seeds,37,0,0,37.11,57.52,59.83,Black,28-28
barley,17,20,0,25.4,51.85,40.41,Clayey,10-26-26
ground_nuts,33,1,0,23.08,56.85,34.73,Red,10-26-26
millets,12,14,4,29.05,51.18,54.12,Black,17-17-17
pulses,45,0,0,30.88,62.0,46.07,Red,Urea
paddy,25,18,0,36.5,67.29,49.74,Loamy,20-20
ground_nuts,43,0,2,35.86,73.75,44.57,Loamy,10-26-26
tobacco,10,30,10,26.9,58.33,26.84,Black,28-28
wheat,34,0,0,29.43,42.85,61.97,Clayey,10-26-26
cotton,11,38,0,23.2,42.49,28.19,Loamy,28-28
maize,20,19,0,37.57,63.17,70.0,Loamy,20-20
sugarcane,18,15,1,31.68,62.82,43.85,Loamy,20-20
oil_seeds,19,18,2,31.14,61.64,50.47,Red,28-28
wheat,11,14,0,24.57,61.8,37.23,Loamy,20-20
tobacco,8,27,5,28.82,61.83,41.27,Red,14-35-14
barley,44,0,0,34.14,52.29,37.41,Red,Urea
wheat,37,0,0,32.65,70.55,41.48,Clayey,DAP
ground_nuts,1,22,19,32.84,66.23,49.59,Black,14-35-14
oil_seeds,25,18,3,29.04,61.31,47.24,Loamy,DAP
wheat,36,0,1,32.43,58.32,61.02,Sandy,14-35-14
ground_nuts,36,0,0,34.77,69.36,44.88,Clayey,14-35-14
sugarcane,21,16,0,29.15,57.25,55.55,Clayey,28-28
paddy,9,32,0,39.99,72.77,49.75,Sandy,Urea
paddy,7,13,0,32.34,52.54,32.24,Black,17-17-17
sugarcane,40,0,0,35.63,59.21,51.58,Loamy,20-20
cotton,1,20,20,34.29,63.96,28.02,Loamy,DAP
ground_nuts,6,29,3,24.99,51.26,34.71,Sandy,20-20
millets,16,38,0,25.09,62.93,34.08,Black,20-20
ground_nuts,26,24,3,29.11,56.91,62.25,Black,10-26-26
tobacco,5,32,3,30.58,61.29,60.2,Black,14-35-14
paddy,21,18,1,24.25,57.38,30.23,Sandy,10-26-26
barley,14,37,0,24.2,55.48,57.9,Black,DAP
tobacco,13,9,2,20.69,57.12,59.85,Sandy,10-26-26
millets,10,28,11,27.56,67.78,36.61,Red,10-26-26
cotton,27,17,0,21.97,48.06,43.61,Loamy,Urea
paddy,22,15,0,36.42,59.37,37.49,Red,17-17-17
oil_seeds,16,38,0,33.72,57.94,36.36,Black,DAP
ground_nuts,14,36,0,36.86,66.97,28.44,Clayey,17-17-17
tobacco,12,10,16,20.76,48.98,63.92,Black,20-20
millets,37,0,0,35.38,56.76,21.51,Black,20-20
oil_seeds,14,12,15,28.96,64.48,27.52,Clayey,14-35-14
cotton,9,7,2,28.62,45.89,61.45,Sandy,Urea
ground_nuts,14,17,20,32.64,66.3,39.89,Black,20-20
paddy,13,18,17,35.16,73.41,48.63,Clayey,DAP
pulses,16,17,2,23.55,54.07,32.68,Loamy,Urea
tobacco,9,4,1,27.06,59.18,59.42,Black,10-26-26
tobacco,5,18,17,22.0,57.32,45.85,Sandy,28-28
paddy,0,18,19,31.75,57.58,30.58,Clayey,14-35-14
sugarcane,10,41,0,29.11,60.77,61.25,Red,28-28
oil_seeds,27,19,0,28.85,63.24,39.74,Red,28-28
wheat,4,26,4,30.29,53.7,25.09,Loamy,DAP
paddy,7,8,0,33.04,63.52,47.86,Black,Urea
ground_nuts,4,17,17,21.37,53.85,26.22,Sandy,DAP
pulses,36,0,0,34.88,62.36,57.79,Clayey,20-20
cotton,18,35,1,27.81,66.3,59.63,Clayey,Urea
barley,7,15,9,26.02,65.02,48.03,Loamy,Urea
tobacco,6,12,0,24.9,59.13,55.71,Loamy,DAP
barley,9,29,10,39.86,74.47,42.82,Red,10-26-26
wheat,24,24,0,34.01,55.99,29.3,Sandy,28-28
paddy,39,0,0,32.69,57.68,48.14,Loamy,10-26-26
maize,40,1,2,31.99,47.84,39.57,Black,17-17-17
wheat,43,0,0,39.59,72.27,42.36,Sandy,DAP
tobacco,33,0,1,29.71,48.75,26.24,Loamy,Urea
millets,22,22,0,32.0,72.09,42.61,Loamy,28-28
wheat,18,37,0,39.03,74.51,65.94,Loamy,10-26-26
cotton,9,10,0,39.83,65.33,33.3,Sandy,10-26-26
ground_nuts,8,25,13,30.53,70.52,56.87,Sandy,17-17-17
wheat,4,31,12,37.44,60.97,52.15,Red,17-17-17
sugarcane,40,0,3,25.65,56.93,32.12,Clayey,Urea
paddy,37,0,3,28.01,69.54,20.78,Loamy,10-26-26
maize,16,40,4,27.33,52.91,29.81,Loamy,Urea
tobacco,41,2,0,27.0,54.79,41.03,Loamy,28-28
millets,34,4,0,28.27,45.54,63.35,Loamy,10-26-26
barley,44,4,0,39.37,73.58,47.49,Sandy,14-35-14
oil_seeds,40,2,1,29.14,54.24,24.55,Black,DAP
barley,10,18,4,31.76,43.24,56.29,Clayey,20-20
tobacco,11,36,0,27.27,59.89,20.0,Sandy,10-26-26
millets,10,9,2,24.0,49.08,66.12,Red,Urea
millets,14,34,3,34.15,67.47,27.11,Black,10-26-26
pulses,35,4,0,28.67,58.79,59.0,Sandy,10-26-26
oil_seeds,10,13,9,30.11,63.4,62.56,Sandy,20-20
tobacco,4,21,19,38.97,55.72,35.47,Black,17-17-17
barley,33,1,4,32.02,60.85,31.09,Black,28-28
paddy,5,33,12,28.02,66.84,58.92,Sandy,Urea
cotton,21,15,4,30.66,52.06,46.15,Black,10-26-26
ground_nuts,9,15,2,27.05,58.49,39.27,Sandy,28-28
paddy,38,4,1,28.21,57.07,40.54,Sandy,17-17-17
cotton,10,17,0,25.6,45.0,55.92,Red,28-28
tobacco,17,31,0,29.75,61.63,34.96,Black,14-35-14
tobacco,14,13,16,35.91,52.46,56.61,Sandy,28-28
pulses,36,0,2,23.45,51.03,44.45,Black,DAP
ground_nuts,40,1,3,35.86,70.31,54.4,Clayey,17-17-17
pulses,39,0,4,29.26,71.92,44.23,Clayey,20-20
barley,9,14,0,35.79,66.77,34.39,Loamy,14-35-14
barley,17,15,1,26.49,47.23,30.23,Red,DAP
tobacco,10,41,0,25.05,57.08,55.46,Clayey,20-20
paddy,13,37,3,32.42,54.71,33.03,Sandy,Urea
cotton,6,33,9,39.85,60.31,29.29,Sandy,10-26-26
pulses,13,13,16,27.87,61.38,57.51,Red,10-26-26
tobacco,40,0,0,20.76,55.99,62.58,Clayey,20-20
tobacco,1,17,23,22.3,56.51,42.72,Sandy,28-28
sugarcane,20,14,0,32.17,55.02,37.37,Sandy,10-26-26
maize,18,18,2,32.58,58.58,34.16,Loamy,17-17-17
maize,18,39,2,30.81,63.77,70.0,Red,20-20
sugarcane,33,1,4,32.86,59.79,41.11,Clayey,10-26-26
barley,17,12,0,28.58,56.91,45.99,Red,17-17-17
wheat,5,29,3,30.9,68.25,36.56,Sandy,Urea
millets,22,26,0,28.35,48.46,32.32,Clayey,28-28
sugarcane,17,16,0,30.44,69.49,24.3,Red,28-28
millets,22,17,0,22.26,42.14,35.5,Loamy,10-26-26
barley,13,34,7,27.59,59.58,58.65,Sandy,DAP
oil_seeds,23,22,0,28.0,41.61,30.62,Red,17-17-17
sugarcane,34,1,0,29.15,57.67,32.35,Black,10-26-26
cotton,5,18,15,31.09,62.05,42.38,Red,17-17-17
paddy,28,20,0,20.86,49.09,28.16,Loamy,28-28
tobacco,34,4,0,34.1,57.33,56.67,Black,Urea
cotton,31,0,0,26.9,52.19,33.57,Red,17-17-17
ground_nuts,5,14,0,26.55,52.44,67.67,Black,Urea
tobacco,7,15,17,26.56,57.43,26.53,Red,14-35-14
sugarcane,13,42,0,31.72,58.72,70.0,Sandy,28-28
cotton,8,12,19,25.55,50.88,27.55,Loamy,17-17-17
millets,11,30,8,31.42,59.9,29.07,Black,17-17-17
cotton,19,38,0,28.24,51.23,42.62,Red,DAP
wheat,32,0,4,30.09,46.89,35.95,Loamy,14-35-14
sugarcane,38,3,2,28.94,62.47,31.99,Loamy,17-17-17
wheat,17,43,0,39.33,59.27,40.62,Clayey,10-26-26
barley,17,14,0,29.89,55.53,32.61,Loamy,20-20
pulses,33,2,4,30.28,56.11,40.03,Sandy,20-20
millets,10,27,3,40.0,63.63,40.65,Clayey,17-17-17
wheat,18,17,0,36.4,55.11,26.14,Red,DAP
millets,25,18,0,27.28,47.79,29.37,Clayey,Urea
maize,15,40,0,27.38,53.83,55.09,Red,28-28
paddy,12,35,0,29.14,64.95,36.54,Black,17-17-17
paddy,17,37,0,32.93,62.73,59.96,Loamy,10-26-26
pulses,8,10,0,24.71,50.55,62.03,Red,17-17-17
cotton,12,12,14,29.94,58.85,54.14,Sandy,DAP
pulses,26,20,3,29.48,59.59,66.35,Black,10-26-26
sugarcane,15,12,2,31.0,51.8,44.91,Sandy,20-20
pulses,12,39,3,28.55,67.66,35.99,Loamy,20-20
cotton,6,19,15,31.06,58.49,40.24,Black,DAP
cotton,35,0,0,23.88,52.3,27.19,Black,DAP
sugarcane,12,13,3,30.3,45.03,57.51,Loamy,17-17-17
millets,25,14,1,23.43,55.73,32.02,Sandy,20-20
sugarcane,12,10,4,30.56,67.31,36.79,Clayey,20-20
wheat,4,27,11,27.68,57.8,70.0,Red,14-35-14
oil_seeds,12,43,0,25.34,50.98,53.43,Loamy,10-26-26
cotton,7,16,18,24.4,47.18,49.55,Loamy,17-17-17
barley,7,5,0,31.8,56.53,35.42,Loamy,14-35-14
maize,10,11,4,22.54,58.92,51.76,Red,10-26-26
ground_nuts,12,30,9,35.49,77.62,56.57,Clayey,20-20
maize,19,23,1,25.05,49.33,48.69,Loamy,DAP
oil_seeds,14,32,6,26.52,47.52,49.4,Red,17-17-17
paddy,42,0,3,36.29,74.2,54.68,Sandy,17-17-17
barley,42,0,3,32.94,50.95,43.98,Sandy,DAP
tobacco,12,38,0,27.87,49.55,33.0,Clayey,Urea
barley,2,34,13,29.86,65.84,66.44,Red,28-28
tobacco,27,20,0,30.39,54.61,51.82,Black,14-35-14
millets,7,11,0,23.19,50.83,60.22,Sandy,17-17-17
sugarcane,12,10,2,25.12,58.07,40.47,Sandy,14-35-14
cotton,7,31,6,29.41,52.87,50.35,Black,17-17-17
oil_seeds,37,0,0,38.48,80.0,59.16,Red,Urea
barley,2,17,17,25.8,57.61,40.46,Red,DAP
ground_nuts,16,12,3,25.27,55.44,29.6,Clayey,10-26-26
ground_nuts,10,36,9,26.56,58.48,45.6,Sandy,DAP
maize,2,27,8,30.71,56.3,70.0,Black,10-26-26
barley,12,25,12,24.99,65.8,51.83,Black,10-26-26
oil_seeds,11,20,16,28.61,46.05,42.05,Sandy,28-28
ground_nuts,4,18,22,32.63,64.54,36.41,Clayey,28-28
oil_seeds,30,2,3,24.98,47.19,51.65,Sandy,28-28
paddy,7,15,2,27.93,46.76,56.5,Black,28-28
tobacco,17,36,2,31.01,66.62,62.69,Sandy,Urea
maize,14,40,0,39.26,60.36,29.14,Loamy,17-17-17
oil_seeds,14,9,8,31.29,59.62,56.81,Sandy,17-17-17
pulses,10,32,4,32.1,50.44,47.36,Red,Urea
pulses,45,0,3,28.35,59.56,34.46,Red,10-26-26
wheat,39,0,0,26.57,54.52,46.1,Black,DAP
ground_nuts,6,28,5,40.0,77.35,41.55,Sandy,10-26-26
ground_nuts,41,2,0,37.24,59.64,30.67,Red,28-28
sugarcane,8,10,17,28.4,57.3,49.24,Clayey,DAP
maize,18,23,0,33.83,56.31,25.41,Sandy,20-20
tobacco,10,9,13,27.47,58.13,56.8,Black,14-35-14
sugarcane,17,14,13,32.01,56.9,39.16,Red,20-20
pulses,39,0,1,23.69,59.77,47.95,Clayey,DAP
paddy,9,14,0,30.22,60.34,59.66,Black,Urea
maize,32,0,0,25.24,46.57,36.23,Loamy,Urea
wheat,15,11,0,26.8,60.69,60.28,Loamy,17-17-17
ground_nuts,37,0,3,32.37,56.56,65.45,Sandy,10-26-26
millets,13,35,0,23.86,55.45,24.43,Loamy,Urea
maize,36,0,0,34.18,58.31,46.39,Sandy,28-28
maize,13,43,3,39.42,76.38,57.33,Black,17-17-17
millets,37,0,0,24.86,54.46,36.36,Clayey,Urea
paddy,14,7,17,32.95,62.26,50.04,Sandy,28-28
pulses,22,19,0,29.78,59.94,29.17,Sandy,17-17-17
sugarcane,14,11,2,27.48,60.62,44.8,Black,20-20
sugarcane,11,38,4,36.73,71.35,70.0,Black,Urea
pulses,13,38,0,27.49,63.32,26.02,Red,Urea
oil_seeds,21,23,0,30.69,59.81,37.29,Loamy,Urea
barley,40,3,0,29.14,58.46,36.98,Loamy,10-26-26
maize,42,0,0,32.52,57.58,57.94,Clayey,17-17-17
tobacco,31,3,0,23.05,52.61,60.11,Black,28-28
