label,n,p,k,ph,temperature,rainfall,humidity,soil_type
beans,27,65,18,5.6,20.11,73.36,23.22,clay
tomatoes,87,6,45,6.4,29.83,22.84,90.79,sandy loam
yam,23,39,22,6.86,29.26,42.02,81.98,loamy
cassava,27,64,21,7.54,32.84,73.67,68.68,sandy loam
yam,36,38,15,6.32,28.36,58.0,87.6,loamy
orange,31,5,14,6.58,17.67,110.69,91.7,loamy
soybean,42,74,83,7.55,19.26,65.78,14.28,loamy
rice,93,58,38,6.93,20.62,279.55,83.77,clay
tomatoes,114,30,51,6.07,29.25,25.93,90.07,sandy loam
yam,36,43,21,7.14,28.36,52.93,84.86,loamy
orange,37,6,13,7.51,26.03,101.28,91.51,loamy
rice,91,36,45,5.95,24.44,267.98,82.45,clay
yam,22,54,20,6.69,28.56,41.01,83.64,loamy
orange,5,23,15,7.41,25.67,112.54,92.05,loamy
tomatoes,109,12,48,6.71,29.46,20.76,92.13,sandy loam
pepper,120,24,47,6.26,26.99,58.55,89.41,loamy clay 
cassava,23,57,19,7.25,32.84,73.4,68.0,sandy loam
yam,33,37,19,7.18,27.93,43.48,86.55,loamy
orange,27,13,6,7.34,13.36,111.23,91.36,loamy
pepper,82,25,51,6.07,24.31,48.11,87.47,loamy clay 
yam,7,60,25,6.4,28.28,56.05,82.76,loamy
orange,9,8,15,7.99,14.34,110.22,94.36,loamy
orange,32,25,9,7.8,10.36,101.15,93.76,loamy
guinea_corn,5,13,37,5.65,22.34,103.32,89.79,sandy loam
rice,98,53,38,5.01,20.27,270.44,81.64,clay
soybean,49,69,82,6.26,18.32,81.79,15.36,loamy
pepper,92,7,48,6.96,26.28,54.39,86.63,loamy clay 
tomatoes,87,25,46,6.38,27.43,21.75,90.03,sandy loam
soybean,32,71,85,6.4,20.63,92.07,14.44,loamy
pepper,105,14,50,6.42,26.21,59.66,87.69,loamy clay 
orange,12,6,8,6.39,30.85,107.41,92.87,loamy
beans,19,78,16,5.97,20.65,67.72,23.11,clay
orange,19,7,10,6.12,14.78,100.2,91.22,loamy
guinea_corn,19,17,39,6.73,24.72,111.28,85.56,sandy loam
soybean,32,71,85,6.4,20.63,92.07,14.44,loamy
cassava,25,62,21,7.04,26.73,67.15,68.14,sandy loam
tomatoes,107,22,54,6.63,28.0,21.62,90.85,sandy loam
soybean,24,55,78,6.65,17.3,75.58,15.15,loamy
soybean,59,69,80,8.17,19.08,69.41,17.87,loamy
tomatoes,110,25,54,6.43,28.91,23.44,90.78,sandy loam
orange,39,28,10,7.18,31.35,109.15,91.48,loamy
orange,13,22,5,7.76,19.67,100.17,90.5,loamy
orange,39,24,14,7.19,30.55,106.07,90.9,loamy
beans,6,77,25,5.79,20.61,69.64,24.36,clay
guinea_corn,11,10,45,6.4,22.63,109.04,88.46,sandy loam
tomatoes,90,15,52,6.45,27.05,23.66,91.38,sandy loam
rice,88,35,40,5.85,23.58,291.3,83.59,clay
rice,99,41,36,6.74,24.46,182.56,82.75,clay
beans,5,65,16,5.87,21.33,109.1,18.49,clay
beans,20,69,15,5.93,23.44,107.41,22.77,clay
cassava,30,65,25,7.71,32.89,71.51,64.59,sandy loam
pepper,83,29,52,6.7,25.76,46.05,87.59,loamy clay 
maize,84,57,25,6.49,22.54,64.41,67.99,sandy loam
orange,8,16,6,7.11,12.23,108.42,90.26,loamy
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
cassava,48,61,21,6.63,30.28,65.63,61.69,sandy loam
beans,34,60,23,5.66,20.13,100.05,24.97,clay
orange,18,23,8,6.41,21.49,101.48,93.44,loamy
pepper,117,27,48,6.84,26.53,54.31,82.39,loamy clay 
soybean,27,62,77,6.58,18.2,70.18,14.71,loamy
beans,18,74,15,5.71,24.9,146.47,22.28,clay
maize,87,60,23,6.44,20.27,62.5,63.91,sandy loam
maize,61,59,17,6.47,23.34,105.01,59.25,sandy loam
yam,31,48,17,6.59,28.88,53.8,86.94,loamy
soybean,25,68,77,7.7,20.09,85.75,15.11,loamy
orange,14,19,14,6.7,17.68,108.06,94.36,loamy
maize,91,55,15,6.38,18.09,78.96,72.61,sandy loam
rice,95,39,36,5.56,23.86,285.25,83.15,clay
beans,3,77,25,5.61,24.85,62.21,22.89,clay
guinea_corn,28,6,40,6.77,22.11,106.87,91.34,sandy loam
beans,22,79,17,5.91,21.42,116.52,20.4,clay
soybean,25,78,76,7.23,17.48,66.97,15.76,loamy
guinea_corn,22,9,44,5.74,24.72,112.19,88.88,sandy loam
yam,22,56,17,6.89,29.88,44.75,87.33,loamy
soybean,36,65,80,6.05,18.29,74.87,16.68,loamy
soybean,37,78,79,7.79,19.95,88.68,14.83,loamy
pepper,91,7,52,6.41,25.08,56.4,83.46,loamy clay 
maize,66,54,21,5.92,25.19,72.12,60.2,sandy loam
yam,7,60,25,6.4,28.28,56.05,82.76,loamy
rice,82,43,38,5.11,23.29,242.32,81.43,clay
yam,9,48,22,6.4,27.77,49.51,87.1,loamy
guinea_corn,12,29,40,6.59,19.68,111.28,89.75,sandy loam
beans,14,67,22,5.62,23.83,84.64,24.75,clay
pepper,112,25,51,6.93,25.05,56.72,85.57,loamy clay 
beans,1,62,23,5.61,15.44,139.03,18.37,clay
beans,5,65,16,5.87,21.33,109.1,18.49,clay
orange,37,6,13,7.51,26.03,101.28,91.51,loamy
yam,31,37,21,6.71,27.24,37.31,86.4,loamy
beans,27,63,19,5.56,20.93,133.19,21.19,clay
maize,73,58,21,6.6,19.97,60.65,57.68,sandy loam
orange,24,18,6,6.29,26.57,116.38,94.45,loamy
soybean,26,80,83,7.53,17.08,71.31,16.15,loamy
orange,13,22,5,7.76,19.67,100.17,90.5,loamy
orange,31,8,7,7.16,34.51,103.57,93.64,loamy
soybean,53,65,76,6.72,20.19,77.34,16.42,loamy
pepper,80,16,46,6.94,25.5,48.48,81.4,loamy clay 
guinea_corn,19,17,39,6.73,24.72,111.28,85.56,sandy loam
guinea_corn,23,30,44,6.12,20.94,103.03,85.43,sandy loam
guinea_corn,26,18,42,6.91,19.73,108.23,89.65,sandy loam
beans,36,68,20,5.86,17.06,81.83,23.77,clay
beans,24,67,22,5.62,20.12,104.63,22.9,clay
soybean,22,72,85,6.39,18.87,88.51,15.66,loamy
soybean,43,79,79,7.81,19.41,80.25,18.98,loamy
soybean,32,60,83,8.83,19.69,91.76,19.44,loamy
beans,37,74,15,5.58,24.92,62.71,18.23,clay
orange,31,26,9,7.57,11.7,103.2,93.26,loamy
rice,86,59,35,6.95,25.79,243.51,82.11,clay
orange,36,29,13,7.83,20.68,109.75,90.92,loamy
pepper,101,11,51,6.79,25.51,44.21,84.24,loamy clay 
tomatoes,98,26,52,6.15,27.34,28.69,90.7,sandy loam
yam,40,58,15,6.98,29.46,43.15,87.61,loamy
soybean,39,76,76,6.14,19.97,69.16,15.57,loamy
orange,11,14,5,6.95,11.5,115.57,94.89,loamy
rice,99,57,35,5.96,26.76,272.3,81.18,clay
beans,5,74,21,5.59,16.24,66.97,21.36,clay
beans,32,79,15,5.71,23.91,81.6,20.75,clay
maize,98,35,18,6.25,23.8,91.76,74.83,sandy loam
yam,34,60,25,6.79,29.78,40.78,85.17,loamy
guinea_corn,8,23,38,7.01,19.3,105.48,87.18,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
tomatoes,110,22,47,6.24,29.03,24.94,91.82,sandy loam
orange,37,18,12,7.4,10.27,106.7,90.19,loamy
rice,84,50,44,5.94,25.49,182.65,81.41,clay
soybean,51,72,75,7.1,18.89,80.11,14.99,loamy
rice,81,41,38,7.52,22.68,200.91,83.73,clay
soybean,26,80,83,7.53,17.08,71.31,16.15,loamy
orange,31,26,9,7.57,11.7,103.2,93.26,loamy
beans,19,78,16,5.97,20.65,67.72,23.11,clay
tomatoes,99,29,55,6.66,29.19,26.48,91.46,sandy loam
orange,39,28,10,7.18,31.35,109.15,91.48,loamy
beans,10,55,23,5.73,21.19,137.19,19.63,clay
tomatoes,113,20,48,6.44,27.47,27.28,94.88,sandy loam
beans,12,61,19,5.66,19.33,68.51,24.14,clay
rice,94,50,37,6.95,25.67,209.59,80.66,clay
soybean,22,64,82,6.47,19.49,87.51,17.17,loamy
orange,37,24,13,7.85,19.14,108.02,90.71,loamy
soybean,59,60,84,7.69,19.03,94.71,18.67,loamy
yam,4,59,25,6.23,27.69,54.62,81.94,loamy
yam,2,38,18,6.62,27.54,45.49,89.93,loamy
rice,83,58,45,5.88,25.76,245.66,83.52,clay
beans,35,69,23,5.58,16.79,75.45,24.97,clay
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
beans,26,65,22,5.95,17.85,143.1,18.78,clay
orange,6,7,7,7.2,27.68,114.0,94.47,loamy
pepper,99,6,45,6.0,26.13,40.71,86.55,loamy clay 
guinea_corn,9,25,41,5.97,24.82,109.29,91.91,sandy loam
yam,22,54,20,6.69,28.56,41.01,83.64,loamy
soybean,60,68,83,6.62,19.12,85.53,18.43,loamy
guinea_corn,34,9,36,6.28,22.81,110.44,86.34,sandy loam
beans,34,60,23,5.66,20.13,100.05,24.97,clay
orange,21,17,15,7.46,23.98,118.49,91.55,loamy
orange,15,9,11,7.91,11.55,108.83,94.15,loamy
rice,98,53,38,5.01,20.27,270.44,81.64,clay
pepper,91,24,55,6.26,26.27,46.77,83.09,loamy clay 
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
soybean,29,77,75,7.78,17.5,72.94,15.48,loamy
orange,4,13,6,7.56,15.63,101.47,94.26,loamy
tomatoes,98,26,49,6.13,27.29,23.5,90.53,sandy loam
tomatoes,86,18,45,6.57,28.97,22.26,90.72,sandy loam
cassava,34,66,19,7.59,32.97,73.45,60.18,sandy loam
rice,94,50,37,6.95,25.67,209.59,80.66,clay
guinea_corn,8,23,38,7.01,19.3,105.48,87.18,sandy loam
soybean,59,60,84,7.69,19.03,94.71,18.67,loamy
guinea_corn,29,21,45,6.75,23.41,105.22,93.13,sandy loam
guinea_corn,40,29,42,7.1,24.63,110.7,89.02,sandy loam
cassava,55,67,16,6.6,34.37,70.27,69.69,sandy loam
maize,87,35,25,6.18,21.45,65.89,63.16,sandy loam
beans,17,77,24,5.57,20.77,109.02,18.93,clay
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
yam,6,48,24,6.79,28.64,48.48,84.61,loamy
cassava,44,76,22,7.78,27.26,68.92,68.01,sandy loam
tomatoes,81,25,49,6.08,29.87,26.26,93.25,sandy loam
maize,73,58,21,6.6,19.97,60.65,57.68,sandy loam
orange,7,20,12,6.48,16.53,110.04,94.77,loamy
tomatoes,101,17,47,6.19,29.49,26.31,94.73,sandy loam
guinea_corn,40,27,45,5.89,21.66,112.43,94.79,sandy loam
maize,86,37,16,5.56,20.52,67.61,59.21,sandy loam
orange,37,6,13,7.51,26.03,101.28,91.51,loamy
yam,8,54,20,7.03,28.33,38.8,80.77,loamy
soybean,29,75,75,7.06,19.62,88.46,18.71,loamy
soybean,43,79,79,7.81,19.41,80.25,18.98,loamy
guinea_corn,22,26,38,6.99,22.92,110.24,85.13,sandy loam
tomatoes,115,12,52,6.69,27.51,21.02,94.96,sandy loam
pepper,89,25,54,6.35,24.69,48.99,85.57,loamy clay 
cassava,25,65,21,6.88,33.86,69.24,68.59,sandy loam
guinea_corn,40,27,45,5.89,21.66,112.43,94.79,sandy loam
maize,60,38,17,6.47,18.42,76.41,64.24,sandy loam
maize,65,60,22,6.61,25.37,107.91,72.52,sandy loam
yam,24,42,23,6.43,28.22,44.01,82.36,loamy
tomatoes,83,15,49,6.44,28.93,23.2,91.39,sandy loam
maize,74,55,19,6.29,18.05,84.24,62.89,sandy loam
soybean,53,73,77,7.33,19.71,73.64,18.1,loamy
cassava,58,71,15,6.92,27.83,74.01,67.59,sandy loam
beans,37,65,16,5.68,22.84,63.59,18.97,clay
yam,21,38,21,6.64,29.76,37.55,86.45,loamy
maize,70,44,19,5.85,23.32,94.3,73.45,sandy loam
pepper,119,25,51,6.28,26.47,53.66,80.92,loamy clay 
soybean,22,60,85,6.81,18.84,94.78,14.74,loamy
pepper,100,10,53,6.21,24.54,42.01,84.61,loamy clay 
guinea_corn,23,5,44,7.16,21.21,107.57,94.26,sandy loam
tomatoes,110,14,51,6.09,27.02,21.26,91.67,sandy loam
cassava,44,55,25,7.42,29.63,71.16,65.91,sandy loam
beans,20,69,15,5.93,23.44,107.41,22.77,clay
beans,22,60,24,5.63,18.78,104.26,20.25,clay
orange,21,17,15,7.46,23.98,118.49,91.55,loamy
orange,20,29,10,7.37,29.07,100.79,93.27,loamy
beans,26,65,22,5.95,17.85,143.1,18.78,clay
beans,19,65,25,5.63,18.1,144.79,18.29,clay
rice,74,39,38,7.78,23.24,233.05,84.59,clay
soybean,40,58,75,6.17,18.59,89.61,14.78,loamy
beans,17,64,17,5.66,21.02,124.61,24.94,clay
orange,0,18,14,7.21,29.77,114.42,92.01,loamy
rice,84,50,44,5.94,25.49,182.65,81.41,clay
soybean,49,55,78,7.86,18.66,81.71,16.18,loamy
maize,62,52,16,6.97,22.28,63.87,58.84,sandy loam
orange,18,14,11,6.55,28.05,117.13,90.01,loamy
tomatoes,85,9,53,6.45,28.21,28.79,92.87,sandy loam
guinea_corn,23,30,44,6.12,20.94,103.03,85.43,sandy loam
cassava,44,63,15,7.34,26.42,63.47,64.51,sandy loam
cassava,28,65,23,7.41,28.39,74.24,61.89,sandy loam
orange,31,8,7,7.16,34.51,103.57,93.64,loamy
beans,6,62,22,5.82,20.53,120.45,18.09,clay
soybean,32,60,83,8.83,19.69,91.76,19.44,loamy
cassava,30,64,20,6.57,33.86,68.02,61.57,sandy loam
cassava,33,80,22,6.59,28.57,70.09,65.72,sandy loam
orange,7,16,9,7.81,18.88,114.67,92.04,loamy
orange,34,11,10,7.36,31.75,115.2,94.6,loamy
guinea_corn,40,9,41,5.78,24.38,106.13,85.4,sandy loam
rice,95,39,36,5.56,23.86,285.25,83.15,clay
rice,69,37,42,7.07,23.06,251.05,83.37,clay
soybean,24,56,85,6.55,18.2,80.64,17.41,loamy
maize,100,48,16,5.55,25.72,74.51,67.22,sandy loam
yam,37,49,25,6.42,29.91,41.39,85.85,loamy
yam,31,58,15,7.12,27.11,51.53,84.97,loamy
rice,68,57,43,5.71,26.09,182.9,80.38,clay
cassava,37,62,17,7.12,25.69,74.62,69.84,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
cassava,34,60,16,7.32,31.36,63.86,64.25,sandy loam
rice,83,58,45,5.88,25.76,245.66,83.52,clay
orange,34,29,8,6.45,31.88,105.34,91.15,loamy
orange,13,8,12,7.11,25.16,114.31,92.55,loamy
guinea_corn,2,24,38,5.92,24.56,111.97,91.64,sandy loam
orange,37,24,13,7.85,19.14,108.02,90.71,loamy
rice,83,41,43,6.25,21.05,233.11,82.68,clay
yam,35,41,18,6.71,28.71,59.87,81.59,loamy
orange,20,8,12,7.26,25.3,117.97,94.96,loamy
beans,34,60,22,5.64,17.66,100.67,18.15,clay
orange,26,27,10,6.08,28.07,114.13,92.91,loamy
rice,79,43,39,7.06,21.67,210.81,80.71,clay
guinea_corn,9,16,36,5.89,23.78,106.98,92.93,sandy loam
orange,37,6,13,7.51,26.03,101.28,91.51,loamy
guinea_corn,9,16,39,6.1,18.41,105.18,91.12,sandy loam
soybean,36,76,75,8.74,18.38,70.52,16.64,loamy
guinea_corn,13,7,43,7.01,18.2,109.66,91.12,sandy loam
tomatoes,109,12,48,6.71,29.46,20.76,92.13,sandy loam
tomatoes,111,5,50,6.4,27.59,24.84,91.8,sandy loam
yam,28,46,16,6.66,29.01,45.91,84.96,loamy
tomatoes,95,7,45,6.03,27.3,25.09,90.8,sandy loam
orange,0,12,7,6.97,20.18,116.81,90.65,loamy
guinea_corn,11,10,45,6.4,22.63,109.04,88.46,sandy loam
yam,35,52,19,6.7,27.11,37.46,89.9,loamy
yam,34,47,19,6.57,27.31,53.15,85.45,loamy
beans,12,61,19,5.66,19.33,68.51,24.14,clay
rice,74,35,40,6.98,26.49,242.86,80.16,clay
yam,28,46,16,6.66,29.01,45.91,84.96,loamy
tomatoes,82,20,54,6.54,29.34,21.45,90.02,sandy loam
guinea_corn,39,24,39,6.43,23.65,109.81,93.33,sandy loam
guinea_corn,8,26,36,6.8,18.78,102.52,87.4,sandy loam
rice,60,36,43,5.29,23.43,219.9,83.06,clay
yam,19,53,22,6.85,27.86,42.83,80.45,loamy
rice,95,55,42,5.95,26.8,193.35,82.15,clay
tomatoes,95,21,47,6.43,27.93,20.66,93.56,sandy loam
beans,11,72,20,5.95,19.52,113.33,24.93,clay
beans,5,65,16,5.87,21.33,109.1,18.49,clay
soybean,57,68,81,8.08,17.17,72.79,17.3,loamy
beans,11,72,20,5.95,19.52,113.33,24.93,clay
guinea_corn,21,6,41,7.09,24.88,107.2,89.4,sandy loam
rice,60,51,36,6.03,22.7,257.0,82.81,clay
orange,13,16,8,6.95,34.74,100.2,93.12,loamy
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
pepper,114,8,50,6.58,24.75,57.96,88.31,loamy clay 
yam,36,55,20,6.64,27.01,55.3,84.34,loamy
beans,25,70,16,5.76,19.63,106.36,18.91,clay
guinea_corn,32,25,35,5.89,18.1,107.01,85.71,sandy loam
guinea_corn,11,18,42,5.94,21.58,102.86,94.88,sandy loam
rice,61,52,41,6.88,24.98,204.8,83.89,clay
beans,37,74,15,5.58,24.92,62.71,18.23,clay
pepper,120,24,47,6.26,26.99,58.55,89.41,loamy clay 
yam,31,53,16,6.45,28.74,48.55,85.82,loamy
pepper,95,12,46,6.32,26.22,54.65,81.01,loamy clay 
guinea_corn,11,18,42,5.94,21.58,102.86,94.88,sandy loam
beans,40,73,20,5.81,21.59,61.14,20.32,clay
guinea_corn,11,18,42,5.94,21.58,102.86,94.88,sandy loam
beans,27,63,19,5.56,20.93,133.19,21.19,clay
pepper,81,18,50,6.51,26.44,47.82,80.92,loamy clay 
soybean,60,61,78,6.32,20.71,94.04,19.84,loamy
maize,74,56,22,6.83,18.28,80.98,66.66,sandy loam
cassava,41,74,18,6.6,28.76,73.38,61.03,sandy loam
maize,63,42,21,5.8,23.26,67.1,72.33,sandy loam
yam,34,59,23,6.94,28.56,56.48,83.25,loamy
tomatoes,95,13,46,6.13,29.84,23.28,93.76,sandy loam
tomatoes,94,5,55,6.09,28.59,26.88,91.89,sandy loam
yam,1,48,24,6.23,29.35,59.04,85.6,loamy
maize,60,57,24,6.12,18.66,75.03,61.55,sandy loam
beans,0,65,15,5.65,23.46,95.84,23.22,clay
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
pepper,99,6,45,6.0,26.13,40.71,86.55,loamy clay 
orange,37,24,13,7.85,19.14,108.02,90.71,loamy
guinea_corn,15,11,38,6.63,23.13,109.39,92.68,sandy loam
beans,31,79,25,5.9,23.19,63.38,22.31,clay
orange,24,18,6,6.29,26.57,116.38,94.45,loamy
tomatoes,115,9,52,6.02,29.07,29.12,90.98,sandy loam
maize,60,44,23,5.72,24.79,76.73,70.05,sandy loam
maize,79,45,20,5.72,23.81,89.96,59.25,sandy loam
soybean,27,62,77,6.58,18.2,70.18,14.71,loamy
guinea_corn,38,14,37,6.66,21.81,102.65,94.64,sandy loam
cassava,52,58,16,7.17,30.64,71.37,61.15,sandy loam
soybean,23,72,84,6.92,19.02,79.93,17.13,loamy
maize,73,58,21,6.6,19.97,60.65,57.68,sandy loam
maize,62,48,20,6.71,21.7,95.71,60.47,sandy loam
maize,61,44,17,6.93,26.1,102.27,71.57,sandy loam
maize,89,60,17,5.98,25.38,101.7,57.21,sandy loam
beans,27,65,18,5.6,20.11,73.36,23.22,clay
beans,11,72,20,5.95,19.52,113.33,24.93,clay
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
cassava,28,65,23,7.41,28.39,74.24,61.89,sandy loam
orange,39,28,10,7.18,31.35,109.15,91.48,loamy
tomatoes,88,17,52,6.65,29.9,25.38,90.75,sandy loam
soybean,31,70,77,6.49,20.89,90.46,14.32,loamy
maize,86,36,24,5.79,26.55,73.34,72.89,sandy loam
tomatoes,82,20,54,6.54,29.34,21.45,90.02,sandy loam
guinea_corn,8,26,36,6.8,18.78,102.52,87.4,sandy loam
yam,31,53,16,6.45,28.74,48.55,85.82,loamy
yam,20,41,20,7.07,29.27,50.92,89.49,loamy
tomatoes,110,22,47,6.24,29.03,24.94,91.82,sandy loam
yam,14,48,21,6.99,29.25,53.43,84.8,loamy
maize,98,35,18,6.25,23.8,91.76,74.83,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
beans,12,61,19,5.66,19.33,68.51,24.14,clay
yam,35,48,15,6.98,27.11,55.04,87.45,loamy
soybean,22,72,85,6.39,18.87,88.51,15.66,loamy
guinea_corn,39,24,39,6.43,23.65,109.81,93.33,sandy loam
guinea_corn,32,14,37,6.83,22.73,104.68,88.49,sandy loam
guinea_corn,14,8,43,7.05,21.93,111.72,94.46,sandy loam
rice,99,55,35,6.5,21.72,277.96,80.24,clay
guinea_corn,4,19,42,6.31,23.83,111.22,87.84,sandy loam
maize,72,60,25,5.77,18.53,88.1,69.03,sandy loam
guinea_corn,14,8,43,7.05,21.93,111.72,94.46,sandy loam
cassava,29,76,15,7.03,28.54,69.69,64.2,sandy loam
beans,13,69,19,5.86,17.31,115.2,20.02,clay
maize,61,41,17,6.02,25.14,76.68,65.26,sandy loam
cassava,27,64,21,7.54,32.84,73.67,68.68,sandy loam
beans,9,77,17,5.78,20.12,106.16,24.45,clay
beans,13,72,21,5.82,24.32,60.28,21.03,clay
soybean,26,80,83,7.53,17.08,71.31,16.15,loamy
rice,75,54,36,7.02,26.29,257.49,84.57,clay
cassava,36,66,15,6.67,30.09,67.14,69.35,sandy loam
guinea_corn,6,30,40,6.36,22.77,106.97,91.45,sandy loam
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
guinea_corn,8,26,36,6.8,18.78,102.52,87.4,sandy loam
pepper,116,5,54,6.65,25.38,57.23,80.99,loamy clay 
guinea_corn,21,9,40,5.96,24.51,105.62,90.64,sandy loam
guinea_corn,8,28,38,6.84,23.23,105.69,94.43,sandy loam
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
rice,86,59,35,6.95,25.79,243.51,82.11,clay
guinea_corn,4,24,43,7.2,22.4,109.87,88.15,sandy loam
maize,83,57,19,6.88,25.73,98.74,70.75,sandy loam
tomatoes,84,18,46,6.78,27.09,25.32,93.42,sandy loam
rice,81,41,38,7.52,22.68,200.91,83.73,clay
soybean,38,60,76,8.87,18.65,77.93,17.81,loamy
guinea_corn,4,24,43,7.2,22.4,109.87,88.15,sandy loam
maize,99,36,20,6.67,20.58,78.35,65.35,sandy loam
pepper,119,19,55,6.82,25.19,46.87,83.45,loamy clay 
tomatoes,95,21,47,6.43,27.93,20.66,93.56,sandy loam
pepper,104,17,46,6.19,25.71,43.09,80.23,loamy clay 
beans,0,65,15,5.65,23.46,95.84,23.22,clay
cassava,25,65,21,6.88,33.86,69.24,68.59,sandy loam
soybean,23,62,85,8.49,18.97,80.71,19.52,loamy
rice,99,55,35,6.5,21.72,277.96,80.24,clay
yam,23,59,25,6.32,27.83,56.69,88.73,loamy
maize,99,36,20,6.67,20.58,78.35,65.35,sandy loam
tomatoes,81,25,49,6.08,29.87,26.26,93.25,sandy loam
orange,39,28,10,7.18,31.35,109.15,91.48,loamy
tomatoes,114,27,48,6.53,27.82,26.32,93.04,sandy loam
tomatoes,102,11,47,6.5,27.99,27.15,92.78,sandy loam
pepper,109,10,53,6.55,26.82,46.06,87.83,loamy clay 
cassava,58,71,15,6.92,27.83,74.01,67.59,sandy loam
orange,1,15,9,7.53,29.98,115.36,94.55,loamy
rice,71,46,40,7.24,20.28,191.95,82.12,clay
pepper,119,30,49,6.9,25.36,47.72,80.46,loamy clay 
maize,61,41,17,6.02,25.14,76.68,65.26,sandy loam
yam,36,55,20,6.64,27.01,55.3,84.34,loamy
yam,8,50,21,6.22,28.63,50.5,89.11,loamy
pepper,83,25,53,6.06,26.49,57.73,80.05,loamy clay 
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
guinea_corn,21,21,38,6.33,22.55,104.9,89.33,sandy loam
rice,65,60,43,5.66,21.97,227.36,81.9,clay
maize,90,49,21,6.47,24.84,74.05,68.36,sandy loam
guinea_corn,40,27,45,5.89,21.66,112.43,94.79,sandy loam
tomatoes,117,25,54,6.15,28.68,29.11,92.51,sandy loam
tomatoes,115,17,55,6.78,27.58,28.08,94.12,sandy loam
beans,6,77,25,5.79,20.61,69.64,24.36,clay
pepper,115,11,46,6.62,24.42,40.32,89.4,loamy clay 
yam,22,56,17,6.89,29.88,44.75,87.33,loamy
yam,34,59,23,6.94,28.56,56.48,83.25,loamy
tomatoes,84,21,55,6.49,28.47,21.08,94.79,sandy loam
tomatoes,120,23,55,6.73,27.84,26.48,91.61,sandy loam
rice,61,53,43,6.35,26.4,223.37,81.06,clay
tomatoes,95,21,47,6.43,27.93,20.66,93.56,sandy loam
yam,14,48,21,6.99,29.25,53.43,84.8,loamy
beans,12,78,23,6.0,16.07,88.07,18.72,clay
yam,11,60,23,7.03,27.34,51.1,88.5,loamy
soybean,27,79,82,6.31,17.07,70.87,17.54,loamy
beans,25,63,20,5.5,15.79,95.17,21.15,clay
tomatoes,86,18,45,6.57,28.97,22.26,90.72,sandy loam
cassava,44,63,15,7.34,26.42,63.47,64.51,sandy loam
pepper,111,6,53,6.31,26.49,46.06,88.59,loamy clay 
beans,22,79,17,5.91,21.42,116.52,20.4,clay
cassava,56,79,15,7.45,29.48,71.89,63.2,sandy loam
rice,74,39,38,7.78,23.24,233.05,84.59,clay
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
yam,31,51,25,7.2,27.54,53.02,85.57,loamy
orange,13,16,8,6.95,34.74,100.2,93.12,loamy
beans,10,55,23,5.73,21.19,137.19,19.63,clay
guinea_corn,4,19,43,5.78,18.07,106.36,93.15,sandy loam
guinea_corn,9,16,39,6.1,18.41,105.18,91.12,sandy loam
orange,20,29,10,7.37,29.07,100.79,93.27,loamy
tomatoes,85,9,53,6.45,28.21,28.79,92.87,sandy loam
maize,76,57,18,6.09,18.98,94.26,74.53,sandy loam
cassava,39,73,24,7.22,25.66,69.29,61.18,sandy loam
soybean,22,78,76,8.62,17.85,76.32,19.09,loamy
yam,8,54,20,7.03,28.33,38.8,80.77,loamy
yam,11,46,24,6.46,27.65,56.53,89.81,loamy
guinea_corn,32,14,37,6.83,22.73,104.68,88.49,sandy loam
pepper,85,25,47,6.3,26.11,58.48,87.64,loamy clay 
guinea_corn,21,9,40,5.96,24.51,105.62,90.64,sandy loam
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
beans,22,80,20,5.67,23.01,100.12,18.87,clay
beans,33,59,22,5.95,22.64,122.39,21.59,clay
yam,9,57,24,7.17,29.89,42.99,89.72,loamy
tomatoes,95,16,46,6.75,27.08,24.45,90.14,sandy loam
rice,75,54,36,7.02,26.29,257.49,84.57,clay
tomatoes,84,21,55,6.49,28.47,21.08,94.79,sandy loam
yam,34,60,25,6.79,29.78,40.78,85.17,loamy
maize,68,41,16,6.16,21.78,102.09,57.81,sandy loam
pepper,120,7,47,6.65,24.25,54.77,83.04,loamy clay 
orange,39,28,10,7.18,31.35,109.15,91.48,loamy
pepper,101,11,51,6.79,25.51,44.21,84.24,loamy clay 
pepper,112,25,51,6.93,25.05,56.72,85.57,loamy clay 
pepper,119,30,49,6.9,25.36,47.72,80.46,loamy clay 
tomatoes,100,14,49,6.37,29.49,26.02,91.08,sandy loam
guinea_corn,29,22,40,6.15,23.63,107.68,89.73,sandy loam
soybean,36,76,75,8.74,18.38,70.52,16.64,loamy
